trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
02cf1848-ef1d-4c75-8ce8-58ef2ce95cc2,47191096-0a58-41fb-9ca4-3963d2c2a312,6ec81bf7-44c5-4b98-99d9-389d644b69f6_25a7beb6-8981-490d-92d6-3b45c306e81a,Casería del cerro,,1,,9b7b3a4a-edf5-4cb5-abb3-30b0fd7aae8a,
38c98416-722b-41a5-b742-eaf1f356057e,47191096-0a58-41fb-9ca4-3963d2c2a312,6ec81bf7-44c5-4b98-99d9-389d644b69f6_25a7beb6-8981-490d-92d6-3b45c306e81a,Casería del cerro,,1,,9b7b3a4a-edf5-4cb5-abb3-30b0fd7aae8a,
d3fda9c4-4686-4d44-8457-dde5a1f667c0,47191096-0a58-41fb-9ca4-3963d2c2a312,6ec81bf7-44c5-4b98-99d9-389d644b69f6_25a7beb6-8981-490d-92d6-3b45c306e81a,Casería del cerro,,1,,9b7b3a4a-edf5-4cb5-abb3-30b0fd7aae8a,
cd0a2a40-beac-4d65-9486-ab46bd760374,47191096-0a58-41fb-9ca4-3963d2c2a312,6ec81bf7-44c5-4b98-99d9-389d644b69f6_25a7beb6-8981-490d-92d6-3b45c306e81a,Casería del cerro,,1,,9b7b3a4a-edf5-4cb5-abb3-30b0fd7aae8a,
8d42526b-919d-439a-ab27-97e5ef58ab75,47191096-0a58-41fb-9ca4-3963d2c2a312,6ec81bf7-44c5-4b98-99d9-389d644b69f6_25a7beb6-8981-490d-92d6-3b45c306e81a,Casería del cerro,,1,,9b7b3a4a-edf5-4cb5-abb3-30b0fd7aae8a,
a7352e9f-ee9f-470f-b1b2-a545d96a32cd,47191096-0a58-41fb-9ca4-3963d2c2a312,6ec81bf7-44c5-4b98-99d9-389d644b69f6_25a7beb6-8981-490d-92d6-3b45c306e81a,Casería del cerro,,1,,9b7b3a4a-edf5-4cb5-abb3-30b0fd7aae8a,
75f0cede-1236-4462-b228-bdcd5a19c846,47191096-0a58-41fb-9ca4-3963d2c2a312,6ec81bf7-44c5-4b98-99d9-389d644b69f6_25a7beb6-8981-490d-92d6-3b45c306e81a,Casería del cerro,,1,,9b7b3a4a-edf5-4cb5-abb3-30b0fd7aae8a,
2bfe50bc-4714-462c-b308-e75d180d35ad,47191096-0a58-41fb-9ca4-3963d2c2a312,6ec81bf7-44c5-4b98-99d9-389d644b69f6_25a7beb6-8981-490d-92d6-3b45c306e81a,Casería del cerro,,1,,9b7b3a4a-edf5-4cb5-abb3-30b0fd7aae8a,
87b8f2f4-30fc-412e-b082-9ea1ff41042f,47191096-0a58-41fb-9ca4-3963d2c2a312,6ec81bf7-44c5-4b98-99d9-389d644b69f6_25a7beb6-8981-490d-92d6-3b45c306e81a,Casería del cerro,,1,,9b7b3a4a-edf5-4cb5-abb3-30b0fd7aae8a,
dc9d75c4-9e2e-4231-88ce-d61bdafc3ba5,47191096-0a58-41fb-9ca4-3963d2c2a312,6ec81bf7-44c5-4b98-99d9-389d644b69f6_25a7beb6-8981-490d-92d6-3b45c306e81a,Casería del cerro,,1,,9b7b3a4a-edf5-4cb5-abb3-30b0fd7aae8a,
